ci_code,ci_description
113300,Clavicle Sprain 3 Deg (non-specific)
113310,Clavicle A-C Sprain 3 Deg
113320,Clavicle S-C Sprain/Anterior 3 Deg
113330,Clavicle S-C Sprain/Posterior 3 Deg
113340,Clavicle Coracoacromial Sprain 3 Deg
113350,Clavicle A-C Sprain Type 3 (3 Deg)
113410,Clavicle A-C Subluxation/Acute
113420,Clavicle S-C Subluxation/Acute
113450,Clavicle A-C Sprain Type 4
113510,Clavicle A-C Subluxation/Recurrent
113560,Clavicle A-C Sprain Type 5
113600,Clavicle Dislocation/Acute
113610,Clavicle A-C Dislocation
113620,Clavicle S-C Dislocation/Acute
113660,Clavicle A-C Sprain Type 6
113710,Clavicle A-C Dislocation/Recurrent
114830,Clavicle Necrosis Outer 3rd
115000,Clavicle Fracture
115010,Clavicle Fracture/Medial (Inner 3rd)
115020,Clavicle Fracture/Mid (Middle 3rd)
115030,Clavicle Fracture/Lateral (Outer 3rd)
115100,Clavicle Fracture/Open
115110,Clavicle Fracture/Inner 3rd/Open
115120,Clavicle Fracture/Middle 3rd/Open
115130,Clavicle Fracture/Outer 3rd/Open
115200,Clavicle Fracture/Avulsion
115210,Clavicle Fracture/Inner 3rd/Avulsion
115220,Clavicle Fracture/Middle 3rd/Avulsion
115230,Clavicle Fracture/Outer 3rd/Avulsion
115300,Clavicle Fracture/Dislocation
115310,Clavicle Fracture/Inner 3rd/Dislocation
115320,Clavicle Fracture/Middle 3rd/Dislocation
115330,Clavicle Fracture/Outer 3rd/Dislocation
115500,Clavicle Fracture/Stress
115510,Clavicle Fracture/Inner 3rd/Stress
115520,Clavicle Fracture/Middle 3rd/Stress
115530,Clavicle Fracture/Outer 3rd/Stress
115600,Clavicle Fracture/Greenstick
115610,Clavicle Fracture/Inner 3rd/Greenstick
115620,Clavicle Fracture/Middle 3rd/Greenstick
115630,Clavicle Fracture/Outer 3rd/Greenstick
115800,Clavicle Fracture/Comminuted
115810,Clavicle Fracture/Inner 3rd/Comminuted
115820,Clavicle Fracture/Middle 3rd/Comminuted
115830,Clavicle Fracture/Outer 3rd/Comminuted
116100,Shoulder Acromioclavicular Joint (ACJ) Inflammation
116101,Clavicle Sternoclavicular Joint (SCJ) Inflammation
116130,Clavicle Periostitis
116200,Clavicle Musculoskeletal Stress
116230,Shoulder Acromioclavicular Joint (ACJ) Arthritis
116235,Clavicle Sternoclavicular Joint (SCJ) Arthritis
116240,Clavicle Exostosis
116250,Clavicle Calcification
116310,Clavicle Bone Cyst
116371,Clavicle Osteolysis
116460,Clavicle Degeneration
120300,Axilla Puncture Wound
121500,Axilla Nerve Contusion
121530,Axilla Nerve Contusion w/S&M Loss
130100,Arm Abrasion
130200,Arm Soft Tissue Contusion
130201,Humeral Bone Contusion
130202,Arm Anterior Humeral Contusion
130203,Arm Posterior Humeral Contusion
130205,Arm Humeral Bone Contusion - Distal 3rd
130206,Arm Humeral Bone Contusion - Middle 3rd
130207,Arm Humeral Bone Contusion - Proximal 3rd
130250,Arm Triceps Contusion/Belly
130260,Arm Biceps Contusion/Belly
130300,Arm Puncture Wound
130400,Arm Laceration
130500,Arm Bursitis
130600,Arm Tenosynovitis-Tendinitis/Acute
130800,Arm Vascular Injury
131500,Arm Nerve Contusion
131501,Arm Nerve Contusion w/Sensory Loss
131502,Arm Nerve Contusion w/Motor Loss
131503,Arm Nerve Contusion w/S&M Loss
131504,Arm Musculocutaneous Nerve Injury With Motor And Sensory Loss - Laceration
131505,Arm Radial Nerve Injury With Motor And Sensory Loss - Compression
131506,Arm Radial Nerve Injury With Motor And Sensory Loss - Contusion
131507,Arm Radial Nerve Injury With Motor And Sensory Loss - Laceration
131511,Arm Median Nerve Injury With Sensory Loss - Compression
131512,Arm Median Nerve Injury With Sensory Loss - Contusion
131513,Arm Median Nerve Injury With Sensory Loss - Laceration
131514,Arm Musculocutaneous Nerve Injury With Sensory Loss - Compression
131515,Arm Musculocutaneous Nerve Injury With Sensory Loss - Contusion
131516,Arm Musculocutaneous Nerve Injury With Sensory Loss - Laceration
131517,Arm Radial Nerve Injury With Sensory Loss - Compression
131518,Arm Radial Nerve Injury With Sensory Loss - Contusion
131519,Arm Radial Nerve Injury With Sensory Loss - Laceration
131520,Arm Ulnar Nerve Injury With Sensory Loss - Compression
131521,Arm Ulnar Nerve Injury With Sensory Loss - Contusion
131522,Arm Ulnar Nerve Injury With Sensory Loss - Laceration
131523,Arm Median Nerve Injury With Motor Loss - Compression
131524,Arm Median Nerve Injury With Motor Loss - Contusion
131525,Arm Median Nerve Injury With Motor Loss - Laceration
131526,Arm Musculocutaneous Nerve Injury With Motor Loss - Compression
131527,Arm Musculocutaneous Nerve Injury With Motor Loss - Contusion
131528,Arm Musculocutaneous Nerve Injury With Motor Loss - Laceration
131529,Arm Radial Nerve Injury With Motor Loss - Compression
131530,Arm Radial Nerve Injury With Motor Loss - Contusion
131531,Arm Radial Nerve Injury With Motor Loss - Laceration
131532,Arm Ulnar Nerve Injury With Motor Loss - Compression
131533,Arm Ulnar Nerve Injury With Motor Loss - Contusion
131534,Arm Ulnar Nerve Injury With Motor Loss - Laceration
131535,Arm Median Nerve Injury With Motor And Sensory Loss - Compression
131536,Arm Median Nerve Injury With Motor And Sensory Loss - Contusion
131537,Arm Median Nerve Injury With Motor And Sensory Loss - Laceration
131538,Arm Musculocutaneous Nerve Injury With Motor And Sensory Loss - Compression
131539,Arm Musculocutaneous Nerve Injury With Motor And Sensory Loss - Contusion
131540,Arm Radial Nerve Contusion
131541,Arm Radial Nerve Contusion w/Sensory Loss
131542,Arm Radial Nerve Contusion w/Motor Loss
131543,Arm Radial Nerve Contusion w/S&M Loss
131544,Arm Ulnar Nerve Injury With Motor And Sensory Loss - Compression
131545,Arm Ulnar Nerve Injury With Motor And Sensory Loss - Contusion
131546,Arm Ulnar Nerve Injury With Motor And Sensory Loss - Laceration
131547,Wrist Nerve Injury With Sensory Loss - Contusion
131548,Wrist Nerve Injury With Sensory Loss - Laceration
131550,Arm Medial Nerve Contusion
131551,Arm Medial Nerve Contusion w/Sensory Loss
131552,Arm Medial Nerve Contusion w/Motor Loss
131553,Arm Medial Nerve Contusion w/S&M Loss
131573,Forearm Median Nerve Injury With Motor Loss - Compression
131574,Forearm Median Nerve Injury With Motor Loss - Contusion
131575,Forearm Median Nerve Injury With Motor Loss - Laceration
131576,Forearm Musculoskeletal Nerve Injury With Motor Loss - Compression
131577,Forearm Musculoskeletal Nerve Injury With Motor Loss - Contusion
131578,Forearm Musculoskeletal Nerve Injury With Motor Loss - Laceration
131579,Forearm Radial Nerve Injury With Motor Loss - Compression
131580,Forearm Radial Nerve Injury With Motor Loss - Contusion
131581,Forearm Radial Nerve Injury With Motor Loss - Laceration
131582,Forearm Ulnar Nerve Injury With Motor Loss - Compression
131583,Forearm Ulnar Nerve Injury With Motor Loss - Contusion
131584,Forearm Ulnar Nerve Injury With Motor Loss - Laceration
131585,Thumb Radial Digital Nerve Injury With Motor Loss - Compression: 2nd digit (index)
131586,Thumb Radial Digital Nerve Injury With Motor Loss - Contusion: 2nd digit (index)
131587,Thumb Radial Digital Nerve Injury With Motor Loss - Lacerations: 2nd digit (index)
131588,Thumb Ulnar Digital Nerve Injury With Motor Loss - Compressions: 2nd digit (index)
131589,Thumb Ulnar Digital Nerve Injury With Motor Loss - Contusions: 2nd digit (index)
131590,Thumb Ulnar Digital Nerve Injury With Motor Loss - Lacerations: 2nd digit (index)
131591,Wrist Nerve Injury With Motor Loss - Compression/Entrapment
131592,Wrist Nerve Injury With Motor Loss - Contusion
131593,Wrist Nerve Injury With Motor Loss - Laceration
131600,Arm Nerve Disorder
131601,Arm Median Nerve Irritation
131620,Forearm Median Nerve Injury With Motor And Sensory Loss - Compression
131621,Forearm Median Nerve Injury With Motor And Sensory Loss - Contusion
131622,Forearm Median Nerve Injury With Motor And Sensory Loss - Laceration
131623,Forearm Musculoskeletal Nerve Injury With Motor And Sensory Loss - Compression
131624,Forearm Musculoskeletal Nerve Injury With Motor And Sensory Loss - Contusion
131625,Forearm Musculoskeletal Nerve Injury With Motor And Sensory Loss - Laceration
131626,Forearm Radial Nerve Injury With Motor And Sensory Loss - Compression
131627,Forearm Radial Nerve Injury With Motor And Sensory Loss - Contusion
131628,Forearm Radial Nerve Injury With Motor And Sensory Loss - Laceration
131629,Forearm Ulnar Nerve Injury With Motor And Sensory Loss - Compression
131630,Forearm Ulnar Nerve Injury With Motor And Sensory Loss - Contusion
131631,Forearm Ulnar Nerve Injury With Motor And Sensory Loss - Laceration
131632,Thumb Radial Digital Nerve Injury With Motor And Sensory Loss - Compression: 2nd digit (index)
131633,Thumb Radial Digital Nerve Injury With Motor And Sensory Loss - Contusion: 2nd digit (index)
131634,Thumb Radial Digital Nerve Injury With Motor And Sensory Loss - Laceration: 2nd digit (index)
131635,Thumb Ulnar Digital Nerve Injury With Motor And Sensory Loss - Compression: 2nd digit (index)
131636,Thumb Ulnar Digital Nerve Injury With Motor And Sensory Loss - Contusion: 2nd digit (index)
131637,Thumb Ulnar Digital Nerve Injury With Motor And Sensory Loss - Laceration: 2nd digit (index)
131638,Wrist Nerve Injury With Motor And Sensory Loss - Compression/Entrapment
131639,Wrist Nerve Injury With Motor And Sensory Loss - Contusion
131640,Arm Ulnar Neuritis
131641,Wrist Nerve Injury With Motor And Sensory Loss - Laceration
131800,Arm Nerve Laceration
132110,Arm Burn 1 Deg
132210,Arm Burn 2 Deg
132310,Arm Burn 3 Deg
132400,Arm Friction Blister
134000,Arm Muscle Strain
134003,Arm Brachialis Strain
134010,Arm Pectoralis Major Strain - Tendon (Insertional)
134011,Arm Pectoralis Major Strain - Muscle (Belly)
134020,Arm Coracobrachialis Strain
134021,Arm Coracobrachialis Strain - Muscle (Belly)
134022,Arm Coracobrachialis Strain - Tendon (Insertional)
134031,Arm Brachialis Strain - Muscle (Belly)
134032,Arm Brachialis Strain - Tendon (Insertional)
134040,Arm Latissimus Dorsi Strain/Tendon (Insertional)
134041,Arm Latissimus Dorsi Strain - Muscle (Belly)
134050,Arm Triceps Strain - Muscle (Belly)
134051,Arm Triceps Strain - Tendon (Insertional)
134060,Arm Biceps Strain - Muscle (Belly)
134061,Arm Proximal Biceps Strain - Tendon (Insertional)
134070,Arm Anconeus Strain
134100,Arm Muscle Strain 1 Deg (non-specific)
134110,Arm Pectoralis Major Tendon Strain 1 Deg
134120,Arm Coracobrachialis Strain 1 Deg
134130,Arm Brachialis Strain 1 Deg
134140,Arm Latissimus Strain/Insertion 1 Deg
134150,Arm Triceps Strain/Belly 1 Deg
134160,Arm Biceps Strain/Belly 1 Deg
134170,Arm Anconeus Strain 1 Deg
134200,Arm Muscle Strain 2 Deg (non-specific)
134210,Arm Pectoralis Major Tendon Strain 2 Deg
134220,Arm Coracobrachialis Strain 2 Deg
134230,Arm Brachialis Strain 2 Deg
134240,Arm Latissimus Strain/Insertion 2 Deg
134250,Arm Triceps Strain/Belly 2 Deg
134260,Arm Biceps Strain/Belly 2 Deg
134270,Arm Anconeus Strain 2 Deg
134300,Arm Muscle Strain 3 Deg (non-specific)
134310,Arm Pectoralis Major Tendon Strain 3 Deg
134320,Arm Coracobrachialis Strain 3 Deg
134330,Arm Brachialis Strain 3 Deg
134340,Arm Latissimus Strain/Insertion 3 Deg
134350,Arm Triceps Strain/Belly 3 Deg
134360,Arm Biceps Strain/Belly 3 Deg
134370,Arm Anconeus Strain 3 Deg
134400,Arm Tendon Avulsion
134440,Arm Triceps Tendon Insertional Rupture
134450,Arm Triceps Tendon Severance
134460,Arm Proximal Biceps Tendon Insertional Rupture
134560,Arm Biceps Tendon Severance
135000,Arm Fracture/Non-specific
135010,Arm Fracture/Humerus/Shaft
135020,Arm Fracture/Humerus Head
135021,Arm Humeral Head - Hill-Sachs Lesion
135022,Arm Fracture - Proximal Humerus - Greater Tuberosity
135023,Arm Fracture/Humerus Proximal - Humeral Head
135024,Arm Fracture/Humerus Proximal - Lesser Tuberosity
135025,Arm Fracture/Humerus Proximal - Surgical Neck
135200,Arm Fracture/Humerus/Avulsion
135510,Arm Humeral Fracture/Shaft/Stress
135810,Arm Fracture/Humerus/Shaft/Comminuted
135910,Arm Fracture/Distal Shaft
136110,Arm Epiphysitis
136160,Arm Chronic Fasciitis-Tendinitis
136161,Arm Biceps Tendonitis
136250,Arm Brachial Myositis Ossificans
136270,Arm Deltoid Myositis Ossificans
138601,Arm Staph Infection - MRSA
138602,Arm Staph Infection - MSSA
140100,Elbow Abrasion
140130,Elbow Abrasion/Medial
140200,Elbow Contusion
140201,Elbow Contusion/Olecrenon Bursa
140202,Elbow Medial Contusion
140203,Elbow Lateral Contusion
140210,Elbow Olecrenon Process Contusion
140220,Elbow Epicondyle Contusion/Lateral
140230,Elbow Epicondyle Contusion/Medial
140240,Elbow Extensor Tendon Contusion
140241,Elbow Extensor Tendon Hematoma
140300,Elbow Puncture Wound
140301,Elbow Puncture Wound/Alecranon Bursa
140400,Elbow Laceration
140500,Elbow Bursitis
140510,Elbow Olecranon Bursitis
140600,Elbow Tenosynovitis-Tendinitis/Acute
140650,Elbow Triceps Tendinitis/Acute
140660,Elbow Biceps Tendinitis/Acute
140700,Elbow Synovitis-Capsulitis/Acute
140800,Elbow Vascular Trauma
141000,Elbow Neurotrauma
141003,Elbow Neurotrauma w/S&M Loss
141500,Elbow Nerve Contusion
141501,Elbow Nerve Contusion w/Sensory Loss
141502,Elbow Nerve Contusion w/Motor Loss
141503,Elbow Nerve Contusion w/S&M Loss
141540,Elbow Radial Nerve Contusion
141550,Elbow Ulnar Nerve Contusion
141600,Elbow Nerve Disorder
141601,Elbow Nerve Disorder w/Sensory Loss
141602,Elbow Nerve Disorder w/Motor Loss
141603,Elbow Nerve Disorder w/S&M Loss
141611,Elbow Ulnar Nerve Entrapment w/Sensory Loss
141621,Elbow Ulnar Nerve Entrapment w/Motor Loss
141631,Elbow Ulnar Nerve Entrapment w/S&M Loss
141700,Elbow Nerve Laceration
141701,Elbow Nerve Laceration w/Sensory Loss
141702,Elbow Nerve Laceration w/Motor Loss
141703,Elbow Nerve Laceration w/S&M Loss
141800,Elbow Nerve Dislocation
141801,Elbow Nerve Dislocation w/Sensory Loss
141802,Elbow Nerve Dislocation w/Motor Loss
141803,Elbow Nerve Dislocation w/S&M Loss
142400,Elbow Friction Blister
142401,Elbow Burn 1 Deg
142402,Elbow Burn 2 Deg
142403,Elbow Burn 3 Deg
143000,Elbow Sprain
143001,Elbow Sprain/Medial
143002,Elbow Sprain/Lateral
143003,Elbow Ulnar/Medial Collateral Ligament (UCL/MCL) Sprain
143004,Elbow Radial/Lateral Collateral Ligament (RCL/LCL) Sprain
143010,Elbow Hyperextension Sprain
143030,Elbow Annular Ligament Sprain
143100,Elbow Sprain 1 Deg (non-specific)
143101,Elbow Sprain/Medial 1 Deg
143102,Elbow Sprain/Lateral 1 Deg
143110,Elbow Hyperextension Sprain 1 Deg
143130,Elbow Annular Ligament Sprain 1 Deg
143200,Elbow Sprain 2 Deg (non-specific)
143201,Elbow Sprain/Medial 2 Deg
143202,Elbow Sprain/Lateral 2 Deg
143210,Elbow Hyperextension Sprain 2 Deg
143230,Elbow Annular Ligament Sprain 2 Deg
143300,Elbow Sprain 3 Deg (non-specific)
143301,Elbow Sprain/Medial 3 Deg
143302,Elbow Sprain/Lateral 3 Deg
143310,Elbow Hyperextension Sprain 3 Deg
143330,Elbow Annular Ligament Sprain 3 Deg
143400,Elbow Subluxation
143410,Elbow Subluxation/Posterior
143600,Elbow Dislocation
143610,Elbow Dislocation/Anterior
143620,Elbow Dislocation/Posterior
143630,Elbow Dislocation/Radial Head
143800,Elbow Dislocation/Open
144000,Elbow Muscle Strain
144010,Elbow Hyperextension Strain
144050,Elbow Triceps Strain
144060,Elbow Biceps Strain
144070,Elbow Brachialis Strain/Distal
144100,Elbow Strain 1 Deg (non-specific)
144110,Elbow Hyperextension Strain 1 Deg
144150,Elbow Triceps Strain/Distal 1 Deg
144160,Elbow Biceps Strain/Distal 1 Deg
144170,Elbow Brachialis Strain/Distal 1 Deg
144200,Elbow Strain 2 Deg (non-specific)
144210,Elbow Hyperextension Strain 2 Deg
144250,Elbow Triceps Strain/Distal 2 Deg
144260,Elbow Biceps Strain/Distal 2 Deg
144300,Elbow Strain 3 Deg (non-specific)
144310,Elbow Hyperextension Strain 3 Deg
144350,Elbow Triceps Strain/Distal 3 Deg (Complete Tear)
144351,Elbow Triceps Avulsion/Rupture/Complete Tear
144360,Elbow Biceps Strain/Distal 3 Deg (Complete Tear)
144361,Elbow Biceps Avulsion/Rupture/Complete Tear
144400,Elbow Tendon Avulsion
144440,Elbow Biceps Tendon Avulsion
144450,Elbow Triceps Tendon Avulsion
144520,Elbow Tendon Severance
144550,Elbow Triceps Tendon Severance
145000,Elbow Fracture/Non-specific
145010,Elbow Fracture/Humeral/Condylar
145020,Elbow Fracture/Humerus/Lateral Epicondyle
145030,Elbow Fracture/Humerus/Medial Epicondyle
145040,Elbow Fracture/Humerus/Supracondylar
145050,Elbow Fracture/Radial Head/Neck
145060,Elbow Fracture/Olecranon
145061,Elbow Fracture - Olecranon Chip
145070,Elbow Fracture/Coronoid Process
145120,Elbow Fracture/Humerus
145200,Elbow Fracture/Avulsion
145210,Elbow Fracture/Humeral/Condyle/Avulsion
145220,Elbow Fracture/Humerus/Lateral Epicondyle/Avulsion
145230,Elbow Fracture/Humerus/Medial Epicondyle/Avulsion
145250,Elbow Fracture/Radial Head/Neck/Avulsion
145260,Elbow Fracture/Olecranon/Avulsion
145300,Elbow Fracture/Dislocation
145350,Elbow Fracture/Radial Head/Neck/Dislocation
145360,Elbow Fracture/Olecranon/Dislocation
145430,Elbow Fracture/Humerus/Epiphyseal
145850,Elbow Fracture/Radial Head/Neck/Comminuted
145860,Elbow Fracture/Olecranon/Open
145900,Elbow Fracture/Other
145950,Elbow Fracture/Radial Head/Neck/Other
145960,Elbow Fracture/Olecranon/Other
146100,Elbow Inflammation
146101,Elbow Inflammation/Medial
146102,Elbow Inflammation/Lateral
146110,Elbow Apophysitis
146140,Elbow Spondylitis
146150,Elbow Humerus Epicondylitis
146151,Elbow Humerus Epicondylitis/Lateral
146152,Elbow Humerus Epicondylitis/Medial
146160,Elbow Fasciitis-tendinitis/Chronic
146170,Elbow Synovitis/Capsulitis
146180,Elbow Osteochondritis
146200,Elbow Complication
146210,Elbow Osteochondritis Dissecans
146220,Elbow Chondromalacia
146230,Elbow Osteoarthritis
146250,Elbow Calcification
146410,Elbow Joint Loose Bodies
146460,Elbow Musculoskeletal Degeneration
146471,Elbow Impingement
146472,Elbow Impingement - Anterior
146473,Elbow Impingement - Posterior
148751,Elbow Staph Infection - MRSA
148752,Elbow Staph Infection - MSSA
150010,Forearm Splints
150100,Forearm Abrasion
150200,Forearm Soft Tissue Contusion
150201,Forearm Contusion/Middle 3rd
150210,Forearm Radius Contusion
150211,Forearm Radius Bone Contusion - Distal 3rd
150212,Forearm Radius Bone Contusion - Middle 3rd
150213,Forearm Radius Bone Contusion - Proximal 3rd
150221,Forearm Ulna Bone Contusion - Middle 3rd
150222,Forearm Ulna Bone Contusion - Distal 3rd
150223,Forearm Ulna Bone Contusion - Proximal 3rd
150300,Forearm Puncture Wound
150400,Forearm Laceration
150500,Forearm Bursitis
150600,Forearm Tenosynovitis
150700,Forearm Synovitis-Capsulitis
150800,Forearm Vascular Injury
150810,Forearm Compartment Syndrome
150900,Forearm Muscle Cramps
150910,Forearm Flexor Muscle Spasm
150920,Forearm Extensor Spasm
150930,Forearm Pronator Muscle Spasm
150940,Forearm Supinator Spasm
151500,Forearm Nerve Contusion
151528,Forearm Median Nerve Injury With Sensory Loss - Compression
151529,Forearm Median Nerve Injury With Sensory Loss - Contusion
151530,Forearm Median Nerve Injury With Sensory Loss - Laceration
151531,Forearm Musculoskeletal Nerve Injury With Sensory Loss - Compression
151532,Forearm Musculoskeletal Nerve Injury With Sensory Loss - Contusion
151533,Forearm Musculoskeletal Nerve Injury With Sensory Loss - Laceration
151534,Forearm Radial Nerve Injury With Sensory Loss - Compression
151535,Forearm Radial Nerve Injury With Sensory Loss - Contusion
151536,Forearm Radial Nerve Injury With Sensory Loss - Laceration
151537,Forearm Ulnar Nerve Injury With Sensory Loss - Compression
151538,Forearm Ulnar Nerve Injury With Sensory Loss - Contusion
151539,Forearm Ulnar Nerve Injury With Sensory Loss - Laceration
151600,Forearm Nerve Disorder
151601,Forearm Ulnar Nerve Severance
151602,Forearm Radial Nerve Injury
152110,Forearm Burn 1 Deg
152210,Forearm Burn 2 Deg
152310,Forearm Burn 3 Deg
153100,Forearm Sprain 1 Deg (non-specific)
153200,Forearm Sprain 2 Deg (non-specific)
153300,Forearm Sprain 3 Deg (non-specific)
153900,Forearm Synthetic Ligament Failure
154000,Forearm Muscle Strain
154010,Forearm Flexor Muscle Strain
154011,Forearm Flexor Carpi Radials Strain
154012,Forearm Flexor Carpi Ulnaris Strain
154013,Forearm Flexor Digiti Sprficials Strain
154014,Forearm Flexor Digiti Profundis Strain
154015,Forearm Flexor Pollicis Longus Strain
154016,Forearm Palmaris Longus Strain
154017,Forearm Flexor Digitorum Profundis Strain
